Index,Text ID,original-text,gold-text,
259,4007169,"If a respondent described the extradyadic relationship as casual ( casual EDI ) , then <<< he/she >>> should be less likely to endorse close and loving feelings for the extradyadic partner ( close EDI ) , and the respondent should also be less likely to report obsessive feelings for the extradyadic partner ( obsessive EDI ) .","If a respondent described the extradyadic relationship as casual (casual EDI), then they should be less likely to endorse close and loving feelings for the extradyadic partner (close EDI), and the respondent should also be less likely to report obsessive feelings for the extradyadic partner (obsessive EDI).",
260,3067309,"When a new president takes office, all the U.S. attorneys are asked to step down, so that the new president can install the people <<< he/she >>> wants.","When a new president takes office, all the U.S. attorneys are asked to step down, so that the new president can install the people they want.",
261,4004946,"The cover letter explained how <<< he/she >>> was chosen for the study , the purpose of the study , and directions for completing the questionnaire .","The cover letter explained how they were chosen for the study, the purpose of the study, and directions for completing the questionnaire.",
262,5173674,"If the infant is being formula fed <<< he/she >>> should receive 1,000 IU of vitamin D daily for maintenance.","If the infant is being formula fed they should receive 1,000 IU of vitamin D daily for maintenance.",
263,5118135,"I was in two board-breaking events, where each participant picks how many boards <<< he/she >>> will break, not knowing how many other competitors have chosen.","I was in two board-breaking events, where each participant picks how many boards they will break, not knowing how many other competitors have chosen.",
264,5129673,It won't matter to him/her that you disagree...it only matters that <<< he/she >>> is the one that stands between you and those who wish to silence you.,It won't matter to them that you disagree...it only matters that they are the one that stands between you and those who wish to silence you.,
265,C04_1116,"For instance , while the call taker B in Table 1 mostly uses "" "" cust "" "" , <<< he/she >>> also uses other expressions to a considerable degree .","For instance, while the call taker B in Table 1 mostly uses ""cust"", they also use other expressions to a considerable degree.",
266,5255498,This is a deeply disturbed personality that seethes with hatred at your universal approval and popularity as <<< he/she >>> sits sipping at a glass of room temperature vinegar and water.,This is a deeply disturbed personality that seethes with hatred at your universal approval and popularity as they sit sipping at a glass of room temperature vinegar and water.,
267,W17_7555,"A character , being a protagonist , is commonly on the good side while the antagonist is the one <<< he/she >>> fights or has conflicts within the story .","A character, being a protagonist, is commonly on the good side while the antagonist is the one they fight or have conflicts with in the story.",
268,Y13_1035," In one sense , the speaker is aware of what <<< he/she >>> says is opposite to what is intended to mean .","In one sense, the speaker is aware of what they say is opposite to what it is intended to mean.",
269,2021_konvens_1_20,"Only if <<< he/she >>> is in favor of education , the answer can be understood as an approval : education must be one of his/her values .","Only if they are in favor of education, the answer can be understood as an approval: education must be one of their values.",
270,5133738,Call 911 if you believe <<< he/she >>> has plans to hurt himself/herself or others.,Call 911 if you believe they have plans to hurt themselves or others.,
271,5112358,"Although addressing these concerns during early childhood leads to improved outcomes, the emphasis on functional communication can and should be addressed anytime a person is not able to appropriately ask for what <<< he/she >>> needs.","Although addressing these concerns during early childhood leads to improved outcomes, the emphasis on functional communication can and should be addressed any time a person is not able to appropriately ask for what they need.",
272,W16_3640," On the other hand , when one dialogue participant has his/her own answer for a question , <<< he/she >>> will likely not borrow the words from the partner .","On the other hand, when one dialogue participant has their own answer for a question, they will likely not borrow the words from the partner.",
273,5150781,Anyone who goes to a concert or djset or anything else for what ever else than the music can ask for what ever <<< he/she >>> wants.,Anyone who goes to a concert or djset or anything else for whatever else than the music can ask for what ever they want.,
274,L18_1338,The user performs different actions defined by visual instructions and verbally describes what <<< he/she >>> is doing .,The user performs different actions defined by visual instructions and verbally describes what they are doing.,
275,5043038,"However , if a Global Entry member wants to use the NEXUS program for entry into Canada , then <<< he/she >>> would have to apply for NEXUS and pay the appropriate fee.","However, if a Global Entry member wants to use the NEXUS program for entry into Canada, then they would have to apply for NEXUS and pay the appropriate fee.",
276,5063269,This list is a gross over simplification of a person's ill attempt to pretend <<< he/she >>> understands what any of these authors had to write about and the people who enjoyed the reading.,This list is a gross oversimplification of a person's ill attempt to pretend they understand what any of these authors had to write about and the people who enjoyed the reading.,
277,5122631,"Even soft-hearted Granny C has forced a screaming, fighting small grandbaby into a car seat and straps that <<< he/she >>> very much did not want to be in.","Even soft-hearted Granny C has forced a screaming, fighting small grandbaby into a car seat and straps that they very much did not want to be in.",
278,5031210,We assume you do n't want to just give the pet away without checking up that <<< he/she >>> is going to a good responsible home.,We assume you don't want to just give the pet away without checking up that they are going to a good responsible home.,
279,L16_1623,"We can often detect from a person ' s utterances whether <<< he/she >>> is in favor of or against a given target entity ( a product , topic , another person , etc. ) .","We can often detect from a person's utterances whether they are in favor of or against a given target entity (a product, topic, another person, etc.).",
280,N19_4012,"Then , <<< he/she >>> can write content of an article in the corresponding text-area ( step 2 ) without specifying it ' s headline and highlights , i. e. , summary .","Then, they can write content of an article in the corresponding text-area (step 2) without specifying its headline and highlights, i.e., summary.",
281,2015_mtsummit_users_19,"If a translator finds that the pushed translation is wrong or problematic , then <<< he/she >>> can also tell its original translator or discuss with him/her to find out the best decision .","If a translator finds that the pushed translation is wrong or problematic, then they can also tell its original translator or discuss with them to find out the best decision.",
282,P82_1036,Of most interest to us are the cases where the error is due to a language user attempting to use a standard language construction that <<< he/she >>> does not natively command .,Of most interest to us are the cases where the error is due to a language user attempting to use a standard language construction that they do not natively command.,
283,1987_tc_1_5,He wished to know how the translator would be compensated if <<< he/she >>> took over the typesetting function .,He wished to know how the translator would be compensated if they took over the typesetting function.,
284,5074794,"It is my experience that the typical office worker still has problems understanding RM, and in some cases, does not think <<< he/she >>> is ""responsible"" for records management.","It is my experience that the typical office worker still has problems understanding RM, and in some cases, does not think they are ""responsible"" for records management.",
285,5064526,"For me, it feels right to hold a door open for return, I think to myself that <<< he/she >>> have n't been taught properly.","For me, it feels right to hold a door open for return; I think to myself that they haven't been taught properly.",
286,5140562,Give the judge sometihng to work with and <<< he/she >>> will probably do-so.,Give the judge something to work with and they will probably do so.,
287,4024271,"Suspicion was further strengthened if a man or woman allegedly led an immoral lifestyle , i.e. , if he/she was having sexual relationships prior to or outside of marriage , living in town for some time , and particularly if <<< he/she >>> had earned money before falling sick .","Suspicion was further strengthened if a man or woman allegedly led an immoral lifestyle, i.e., if they were having sexual relationships prior to or outside of marriage, living in town for some time, and particularly if they had earned money before falling sick.",
288,2020_lrec_1_108,"When a user performs an entry search <<< he/she >>> will be presented with a link to the facsimile , given it is available , as a part of the search results .","When a user performs an entry search, they will be presented with a link to the facsimile, given it is available, as a part of the search results.",
289,2020_emnlp_main_67, The user can terminate the dialogue when <<< he/she >>> believes the task has been accomplished .,The user can terminate the dialogue when they believe the task has been accomplished.,
290,4004593,"Depending on the type of teacher preparation and student teaching program the individual was involved in , <<< he/she >>> may or may not have had the opportunity to carry out the full cycle of planning a series of lessons , implementing those lessions , assessing the students and then evaluating that total cycle.","Depending on the type of teacher preparation and student teaching program the individual was involved in, they may or may not have had the opportunity to carry out the full cycle of planning a series of lessons, implementing those lessions, assessing the students and then evaluating that total cycle.",
291,5080654,"If your spouse takes his/her retirement benefit early, <<< he/she >>> wo n't be able to delay taking a spousal benefit early, which means both her retirement and spousal benefits will be permanently reduced thanks to the early retirement benefit and early spousal benefit reduction factors.","If your spouse takes their retirement benefit early, they won't be able to delay taking a spousal benefit early, which means both their retirement and spousal benefits will be permanently reduced thanks to the early retirement benefit and early spousal benefit reduction factors.",
292,4009164,"Second , "" . . . a person understands any object , process , idea , or fact if <<< he/she >>> sees how it can be used to fulfill some purpose or goal . ""","Second, ""...a person understands any object, process, idea, or fact if they see how it can be used to fulfill some purpose or goal.""",
293,5050721,"If a player was tagged by a member of the opposite team while <<< he/she >>> was across the centre line , he/she also became a prisoner and was taken to the corner of the lot and put in prison.","If a player was tagged by a member of the opposite team while they were across the center line, they also became a prisoner and were taken to the corner of the lot and put in prison.",
294,L18_1076,"Thus , we first need to detect what <<< he/she >>> has difficulty with .","Thus, we first need to detect what they have difficulty with.",
295,W15_3001,"The user can only find reviews in German but <<< he/she >>> does not speak the language , so he/she uses an MT system to translate the reviews into English .","The user can only find reviews in German but they do not speak the language, so they use an MT system to translate the reviews into English.",
296,N19_1378,"Even in the case of an attribute like gender , which is crucial for the resolution of third person pronouns ( <<< he/she >>> ) , the models ' results are quite close to that of a random baseline .","Even in the case of an attribute like gender, which is crucial for the resolution of third person pronoun (they), the models' results are quite close to that of a random baseline .",
297,5171186,"On the Patriot Act and domestic spying, again the President adopted the Bush administration's positions and added some features even more extreme, more illegal, and more disrespectful of the innocent citizen's right to be left alone and to rest assured that <<< he/she >>> will not be the subject of arbitrary state policing powers similar to those of the secret police agencies in eastern Europe and Russia during the Soviet era.","On the Patriot Act and domestic spying, again the President adopted the Bush administration's positions and added some features even more extreme, more illegal, and more disrespectful of the innocent citizen's right to be left alone and to rest assured that they will not be the subject of arbitrary state policing powers similar to those of the secret police agencies in eastern Europe and Russia during the Soviet era.",
298,5071795,It will be easier for your friend to change his/her perspective if <<< he/she >>> first feels heard and understood.,It will be easier for your friend to change their perspective if they first feel heard and understood.,
299,R13_1065,"When <<< he/she >>> decided to express him/herself more indirectly , he/she used a combination with politeness marker ( F2 with F4 ) reinforcing the likelihood of request fulfilment , which is confirmed by the last couple of factors . ","When they decided to express themself more indirectly, they used a combination with politeness marker (F2 with F4) reinforcing the likelihood of request fulfilment, which is confirmed by the last couple of factors.",
300,W19_4434,The validator looks through the images and selects the ones which <<< he/she >>> thinks is appropriate considering the script and search term ( Figure 2 ) .,The validator looks through the images and selects the ones which they think is appropriate considering the script and search term (Figure 2).,
301,L18_1044,"Second , we introduced a confidence selection where the annotator could state how confident <<< he/she >>> was , in his/her annotation . ","Second, we introduced a confidence selection where the annotator could state how confident they were in their annotation.",
302,5168024,"And it is also the duty of every employee that <<< he/she >>> works safely, because any injury sustained is bored majorly by the employee-this may be a permanent disability or even death.","And it is also the duty of every employee that they work safely, because any injury sustained is bore majorly by the employee—this may be a permanent disability or even death.",
303,S16_1136,"If the answer is posted by the same user who posted the question and it is relevant , why has <<< he/she >>> asked the question in the first place ?","If the answer is posted by the same user who posted the question and it is relevant, why have they asked the question in the first place?",
304,5143030,"Every gadget enthusiast out there knows about the ""eternal"" battle between Apple and Samsung, whether <<< he/she >>> prefers Android, iOS, Windows Phone or BlackBerry.","Every gadget enthusiast out there knows about the ""eternal"" battle between Apple and Samsung, whether they prefer Android, iOS, Windows Phone or BlackBerry.",
305,P09_2005,A user who tries to say what <<< he/she >>> want to without considering system's suggestion . ,A user who tries to say what they want to without considering system's suggestion.,
306,5044409,"Student-athletes can not receive college scholarships becuase MANY schools do not have their coursess registered with the NCAA, which means even if an athlete is an ""A"" student and is one of the best athletes in NYC <<< he/she >>> can not receive a Division I college scholarship...why you ask, because no one at the DOE understands the process.","Student-athletes cannot receive college scholarships because MANY schools do not have their courses registered with the NCAA, which means even if an athlete is an ""A"" student and is one of the best athletes in NYC, they cannot receive a Division I college scholarship...why you ask, because no one at the DOE understands the process.",
307,F13_2012,"During this stage , the author ( speaker or writer ) has to select a word expressing the concept or idea <<< he/she >>> has in mind . ","During this stage, the author (speaker or writer) has to select a word expressing the concept or idea they have in mind.",
308,4157174,"For example , if the instructor were teaching the sample unit about natural disasters , <<< he/she >>> may choose to discuss information regarding volcanic eruptions , potential causes for tsunamis , or a lesson in which students identify and plot areas likely to encounter earthquakes .","For example, if the instructor were teaching the sample unit about natural disasters, they may choose to discuss information regarding volcanic eruptions, potential causes for tsunamis, or a lesson in which students identify and plot areas likely to encounter earthquakes.",
309,5061279,"All this to say that I'll only trust a linguist 's expect opinion on these matters;  and, even then, only if <<< he/she >>> explains just how ""relative differences"" (and ""consistency"" and such) are defined and measured.","All this to say that I'll only trust a linguist's expert opinion on these matters, and even then, only if they explain just how ""relative differences"" (and ""consistency"" and such) are defined and measured.",
310,5130901,It only takes one who is not given the care <<< he/she >>> needs to cause many a great deal of heartache among many.,It only takes one who is not given the care they need to cause many a great deal of heartache among many.,
311,2021_konvens_1_20,This again points out that <<< he/she >>> is in favor of liberalization .,This again points out that they are in favor of liberalization.,
312,5104773,Aliens may also request asylum at the port of entry (POE) by informing an inspection officer that <<< he/she >>> is fleeing persecution or seeking asylum.,Aliens may also request asylum at the port of entry (POE) by informing an inspection officer that they are fleeing persecution or seeking asylum.,
313,Y13_1035,"Namely , the speaker ' s intention revealed in the tag is his/her attitude to the event <<< he/she >>> perceives when he/she is the audience .","Namely, the speaker's intention revealed in the tag is their attitude to the event they perceive when they are the audience.",
314,4009093,"This , in fact , is readily apparent in the student who seeks the mentorship of the teacher <<< he/she >>> trusts .","This, in fact, is readily apparent in the student who seeks the mentorship of the teacher they trust. ",
315,5092837,"Is it true that if a victim ""regains"" a pulse after doing CPR <<< he/she >>> has probably had a pulse all along?","Is it true that if a victim ""regains"" a pulse after doing CPR they have probably had a pulse all along?",
316,W00_1011,"However , when the user has difficulties , <<< he/she >>> tends to spend more time on thinking and asking for help .","However, when the user has difficulties, they tend to spend more time on thinking and asking for help.",
317,5078408,"The user just has to accept your design -- or leave it , just as <<< he/she >>> would have to accept your logo , your images , your text etc .","The user just has to accept your design—or leave it, just as they would have to accept your logo, your images, your text, etc .",
318,5109622,"I have a child, who I love, and who loves me, and impart my belief system upon him/her to the degree where <<< he/she >>> has my exact same beliefs (getting treatment for burns is against God).","I have a child, who I love, and who loves me, and impart my belief system upon them to the degree where they have my exact same beliefs (getting treatment for burns is against God).",
319,2020_lrec_1_32,"As the volunteer is provided with text to refer , <<< he/she >>> is not required to have any prior background knowledge about the temple .","As the volunteer is provided with text to refer to, they are not required to have any prior background knowledge about the temple.",
320,5149945,"There is also a long history of sports betting between mayors and governors when their respective teams are in championship competition (World Series, Super Bowl, NBA) and I do n't hear anyone calling this unethical or voting against the candidate in a subsequent election because <<< he/she >>> made such a bet.","There is also a long history of sports betting between mayors and governors when their respective teams are in championship competition (World Series, Super Bowl, NBA) and I don't hear anyone calling this unethical or voting against the candidate in a subsequent election because they made such a bet.",
321,5057287,I 've got not problem if the author wants to restrict his/her work for as long as <<< he/she >>> lives.,I've got no problem if the author wants to restrict their work for as long as they live.,
322,5141829,A beautiful human being makes a difference in every life <<< he/she >>> touches.,A beautiful human being makes a difference in every life they touch.,
323,5033645,"When you consult an attorney, ask him/her if <<< he/she >>> is experienced in bankruptcy.","When you consult an attorney, ask them if they are experienced in bankruptcy.",**
324,4005092,"Because the athlete/dancer is no longer able to train at a pre-injury level , <<< he/she >>> may feel ostracized from team members and experience physical symptoms such as restlessness , insomnia , loss of appetite , and fatigue ( Morgan , 1986 ) .","Because the athlete/dancer is no longer able to train at a pre-injury level, they may feel ostracized from team members and experience physical symptoms such as restlessness, insomnia, loss of appetite, and fatigue (Morgan, 1986).",
325,2021_konvens_1_20,This again points out that <<< he/she >>> is in favor of liberalization .,This again points out that they are in favor of liberalization.,
326,5134970,"As a UK-born citizent and also resident there I can remember when, in a UK parliamentary election, a candidate was limited in what <<< he/she >>> could spend on their campaign -- not to mention the compulsory deposit, then 150 (forfeitable if a candidate did n't get at least 12.5% of the popular vote).","As a UK-born citizen and also resident there I can remember when, in a UK parliamentary election, a candidate was limited in what they could spend on their campaign—not to mention the compulsory deposit, then 150 (forfeitable if a candidate didn't get at least 12.5% of the popular vote).",
327,W97_1503,"These results can be obtained if , at any time , the user can select all and only the functionalities <<< he/she >>> actually needs .","These results can be obtained if, at any time, the user can select all and only the functionalities they actually need.",
328,5065262,At what point do you show up at parties by yourself and not tell people <<< he/she >>> is away at their college reunion or had to work or was home with the flu?,"At what point do you show up at parties by yourself and not tell people they are away at their college reunion, had to work, or were home with the flu?",
329,5164606,"I do n't know whose idea this was, but <<< he/she >>> needs a raise.","I don't know whose idea this was, but they need a raise.",
330,P06_2099,"When a user does not understand a certain cooking action , <<< he/she >>> can click the highlighted sentence/phrase .","When a user does not understand a certain cooking action, they can click the highlighted sentence/phrase.",
331,4019815, A child may be able to read a library book after <<< he/she >>> has listened to the same contents on a computer disk ., A child may be able to read a library book after they have listened to the same contents on a computer disk.,
332,2022_findings_acl_83,"The label ' 5 ' was given for instances were the post writer specifically mentioned that <<< he/she >>> was diagnosed with a specific illness , was taking specific medication , had undergone surgery or was about to have one , or other cases of disclosing specific medical indicators .","The label '5' was given for instances were the post writer specifically mentioned that they were diagnosed with a specific illness, were taking specific medication, had undergone surgery or were about to have one, or other cases of disclosing specific medical indicators.",
333,5036692,"Your puppy will be sleeping a lot of the day because <<< he/she >>> is still very young but, it is good to have something to entertain them threw out the day.","Your puppy will be sleeping a lot of the day because they are still very young, but it is good to have something to entertain them throughout the day.",
334,2020_sigdial_1_11,"While there are differences , a user behaves consistently when <<< he/she >>> is chatting with a human , similarly they are consistent when chatting with an IVA .","While there are differences, a user behaves consistently when they are chatting with a human, similarly they are consistent when chatting with an IVA.",
335,4015176,At its heart is a decision to provide the customer with what <<< he/she >>> perceives as suitable to his/her needs rather than what we think they should purchase.,At its heart is a decision to provide the customer with what they perceive as suitable to their needs rather than what we think they should purchase.,
336,N16_1166,"For each speaker in a debate , we computed the number of i ) applauses ( APL ) ; ii ) booings ( BOO ) ; iii ) laughs ( LAU ) ; and iv ) crosstalks ( CRO ) <<< he/she >>> received during his/her participation on a debate . ","For each speaker in a debate, we computed the number of i) applauses (APL); ii) booings (BOO); iii) laughs (LAU); and iv) crosstalks (CRO) they received during their participation on a debate.",
337,J86_2002,"Finally , if the student has value U. K. , France , etc. for NATIONALITY , <<< he/she >>> may be considered to be from Europe .","Finally, if the student has value U.K., France, etc. for NATIONALITY, they may be considered to be from Europe.",
338,W15_4657,"In the following we describe the tasks 1 , 4 and 5 exemplarily : In task 1 , the imaginary user tells the system that <<< he/she >>> wants to listen to a certain radio station .","In the following we describe the tasks 1, 4 and 5 exemplarily: In task 1, the imaginary user tells the system that they want to listen to a certain radio station.",
339,4019312,"In other words , if an employee has a psychological connection to the product the company makes , <<< he/she >>> will be more satisfied at work .","In other words, if an employee has a psychological connection to the product the company makes, they will be more satisfied at work.",
340,O13_3001,"Similarly , if a student can understand an article of a certain reading level , <<< he/she >>> must also be able to understand any article of a lower reading level .","Similarly, if a student can understand an article of a certain reading level, they must also be able to understand any article of a lower reading level.",
341,5044988,Not one of those scientists will say that they truly have a complete grasp of the particular neural system <<< he/she >>> is studying.,Not one of those scientists will say that they truly have a complete grasp of the particular neural system they are studying.,
342,5153191,"And let's put it this way: the language of this science/technology is English and example no one in the world--no psychologist--will try to translate psychological phrases to his language or the medical phrases; because <<< he/she >>> will loose contact with the background (the folk, organizations, experts,...) in his field!","And let's put it this way: the language of this science/technology is English and no one in the world—no psychologist—will try to translate psychological phrases to their language or the medical phrases because they will lose contact with the background (the folk, organizations, experts,...) in their field!",
343,4007131,"The HIV Prevention Self-Efficacy Scale ( HPSES ; Smith , McGraw , Costa , &; McKinley , 1996 ) is a 9-item measure that assesses the degree to which an individual feels <<< he/she >>> can engage in HIV preventive behaviors .","The HIV Prevention Self-Efficacy Scale (HPSES; Smith, McGraw, Costa, & McKinley, 1996) is a 9-item measure that assesses the degree to which an individual feels they can engage in HIV preventive behaviors.",
344,C04_1182,Repetitions ( REP ) occur when the child realizes <<< he/she >>> has made a mistake and self corrects him/herself usually by repeating the misread word or by beginning the sentence over again .,Repetitions (REP) occur when the child realizes they have made a mistake and self corrects themself usually by repeating the misread word or by beginning the sentence over again.,
345,W08_1407,Then each participant decided on up to 5 different pieces of information he/she would like to know if he/she sees the image or information about something <<< he/she >>> relates with the image .,Then each participant decided on up to 5 different pieces of information they would like to know if they see the image or information about something they relate with the image.,
346,W15_0605,Did the test taker construct a story about the pictures in the prompt ( or did <<< he/she >>> produce an irrelevant response instead ) ? ,Did the test taker construct a story about the pictures in the prompt (or did they produce an irrelevant response instead)?,
347,5170896,The reason he/she does nt refuse another date from the start is because <<< he/she >>> does nt know how to tell you that.,The reason they don't refuse another date from the start is because they don't know how to tell you that.,
348,4010266,Students were told to skip a question if <<< he/she >>> believed it was ambiguous or did not apply to them .,Students were told to skip a question if they believed it was ambiguous or did not apply to them.,
349,5166073,"I well remember the ice storm <<< he/she >>> mentioned, and I have plenty of complaints for how it was handled.","I well remember the ice storm they mentioned, and I have plenty of complaints for how it was handled.",
350,5147107,"I want to know what the candidates background is, political ideology, his platform, his policies and how <<< he/she >>> will implement them.","I want to know what the candidate's background is, political ideology, their platform, their policies and how they will implement them.",
351,2021_paclic_1_12,"Therefore , since a reader ' s negative face may be threatened by the speaker ' s persuasion act , the reader would decide whether <<< he/she >>> accepts the speaker ' s viewpoints or not ( Taillard , 2002 ) .","Therefore, since a reader's negative face may be threatened by the speaker's persuasion act, the reader would decide whether they accept the speaker's viewpoints or not (Taillard, 2002).",
352,C16_1016,"When a customer enters the leaf restaurant h , which corresponds to context , <<< he/she >>> sits down at an existing table or a new table depending on some probabilities . ","When a customer enters the leaf restaurant h, which corresponds to context, they sit down at an existing table or a new table depending on some probabilities.",
353,2020_osact_1_6,"This definition highlights two main aspects : ( 1 ) the speaker ' s intention of committing an act , which ( 2 ) <<< he/she >>> believes to be unfavorable to the addressee ( Fraser , 1998 ) .","This definition highlights two main aspects: (1) the speaker's intention of committing an act, which (2) they believe to be unfavorable to the addressee (Fraser, 1998).",
354,2022_acl_long_132,"Roughly , CDA involves re-balancing a corpus by swapping bias attribute words ( e. g. , <<< he/she >>> ) in a dataset .","Roughly, CDA involves re-balancing a corpus by swapping bias attribute words (e.g.,they) in a dataset.",
355,5027429,A potential prize winner may be required to provide Promotion Entities with proof that <<< he/she >>> is the authorized account holder as described above.,A potential prize winner may be required to provide Promotion Entities with proof that they are the authorized account holder as described above.,
356,I13_1042,It gives the candidate a sense of how successful <<< he/she >>> is in convincing the electorate of his/her candidature .,It gives the candidate a sense of how successful they are in convincing the electorate of their candidature.,
357,5252267,"Marriage contracts are quite straightforward, I am stunned by how many people think cheating is disconnected sense of entitlement to somebody's spouse argued with ""he/she's not owned and can do whatever <<< he/she >>> wants"".","Marriage contracts are quite straightforward; I am stunned by how many people think cheating is disconnected sense of entitlement to somebody's spouse argued with ""they're not owned and can do whatever they want"".",
358,2022_semeval_1_44,A person is said to be condescending or patronizing when <<< he/she >>> uses a superior tone to talk down to people or tries to raise pity by describing their situation .,A person is said to be condescending or patronizing when they use a superior tone to talk down to people or tries to raise pity by describing their situation.,
359,5052477,Then <<< he/she >>> sights the star through the straw to read the direction in which the line on the base is pointing.,Then they sight the star through the straw to read the direction in which the line on the base is pointing.,
360,W05_0805,A potential learner of a related language does not have to be aware of the historic links between languages but <<< he/she >>> can implicitly exploit the similarities such as the ones discovered in the classes . ,A potential learner of a related language does not have to be aware of the historic links between languages but they can implicitly exploit the similarities such as the ones discovered in the classes.,
361,L18_1535,Delete all entries that are NOT relevant to the cities he/she is responsible for .,Delete all entries that are NOT relevant to the cities they are responsible for.,
362,5031484,The child imagines what life will be like when <<< he/she >>> is finally born and will have lots of stuff to do; even growing hair sounds like fun.,The child imagines what life will be like when they are finally born and will have lots of stuff to do; even growing hair sounds like fun.,
363,W16_3707,One thing an annotator has to keep in account is that <<< he/she >>> is to annotate the verbs in the present imperfective participle form .,One thing an annotator has to keep in account is that they are to annotate the verbs in the present imperfective participle form.,
364,5150301,What if the person expressing their personal opinions happens to be someone who those opinions are about events that are not helping him/her feel good about giving money to be in the environment that <<< he/she >>> has found him/herself in?,What if the person expressing their personal opinions happens to be someone who those opinions are about events that are not helping them feel good about giving money to be in the environment that they have found themself in?,
365,2000_amta_workshop_3,"If the learner can guess the meaning of the phrasal verb after <<< he/she >>> has analyzed the translation of the illustrative sentences performed by the program , he/she chooses the synonym deliberately .","If the learner can guess the meaning of the phrasal verb after they have analyzed the translation of the illustrative sentences performed by the program, they choose the synonym deliberately.",
366,4009236,It tends also to leave the child feeling unsure of the relationship between himself/herself and the adult upon which <<< he/she >>> is dependent .,It tends also to leave the child feeling unsure of the relationship between themself and the adult upon which they are dependent.,
367,1999_mtsummit_1_86,Probably <<< he/she >>> would claim that this is the reason why he/she bought this MT package .,Probably they would claim that this is the reason why they bought this MT package.,
368,5068937,"People are constantly telling poor black boys that they will end up in jail if they don't be have, whereas a middle class kid may be told <<< he/she >>> wont get into a good college.","People are constantly telling poor black boys that they will end up in jail if they don't behave, whereas a middle class kid may be told they won't get into a good college.",
369,4009381,"If the worker can not do the repair work , <<< he/she >>> then calls a superior . ","If the worker cannot do the repair work, they then call a superior. ",
370,5069351,There is a misperception that <<< he/she >>> also plays well with people.,There is a misperception that they also play well with people.,
371,5102411,"A missionary will give you a baptismal interview and, if <<< he/she >>> agrees that you a ready, you will be baptized.","A missionary will give you a baptismal interview and, if they agree that you a ready, you will be baptized.",
372,4158098,To be successful readers of science the student must be able to recognize the many new words <<< he/she >>> may encounter .,"To be successful readers of science, the student must be able to recognize the many new words they may encounter.",
373,Y15_1007,"A response is considered invalid if 1 ) more than 15 words were skipped ( i. e. , the subject claimed that <<< he/she >>> did n't know these words ) , or 2 ) less than three numbers of the 7-point rating scale were used . ","A response is considered invalid if 1) more than 15 words were skipped (i.e, the subject claimed that they didn't know these words), or 2) less than three numbers of the 7-point rating scale were used.",
374,P08_2004,"As in sentence ( 5 ) , the speaker may bias towards the blue team while <<< he/she >>> shows uncertainty towards the red team .","As in sentence (5), the speaker may bias towards the blue team while they show uncertainty towards the red team.",
375,3047937,"The insurance industry wants the average "" Joe "" in California to believe that <<< he/she >>> is participating in a process of choosing "" a doctor . ""","The insurance industry wants the average ""Joe"" in California to believe that they are participating in a process of choosing ""a doctor.""",
376,4184622,"While no greater outreach of the public integration services is forthcoming, these people will to continue to seek the pastor because <<< he/she >>> is the closest person to them, a social reference.","While no greater outreach of the public integration services is forthcoming, these people will continue to seek the pastor because they are the closest person to them, a social reference.",
377,5026577,Did your partner ask for an explanation when <<< he/she >>> did n't understand what you had said ?,Did your partner ask for an explanation when they didn't understand what you had said?,
378,5079526,"In amending an application in reply to a rejection, the applicant must clearly point out why <<< he/she >>> thinks the amended claims are patentable in view of the state of the art disclosed by the prior references cited or the objections made.","In amending an application in reply to a rejection, the applicant must clearly point out why they think the amended claims are patentable in view of the state of the art disclosed by the prior references cited or the objections made.",
379,C14_1117,"Any guesser can also mark a game round as cheating , if <<< he/she >>> finds the drawer concluding a game round with guesses that are not equivalent phrases .","Any guesser can also mark a game round as cheating, if they find the drawer concluding a game round with guesses that are not equivalent phrases.",
380,4157608,"The child was told that during the pretesting period , he/she would be asked to read real and fake words , that we would audiotape his/her reading of a story , and that a small camera would watch his/her eyes while <<< he/she >>> read another story on the computer .","The child was told that during the pretesting period, they would be asked to read real and fake words, that we would audiotape their reading of a story, and that a small camera would watch their eyes while they read another story on the computer.",
381,W16_3930,"Similar to our use of the HASH feature set , the MENT feature set allows us to infer the location of a user based on who <<< he/she >>> is mentioning , e. g. , @7NewsMelbourne is the twitter username of a Melbourne-based news broadcaster .","Similar to our use of the HASH feature set, the MENT feature set allows us to infer the location of a user based on who they are mentioning, e.g., @7NewsMelbourne is the twitter username of a Melbourne-based news broadcaster.",
382,5060902,"The one that gets under my skin is "" <<< he/she >>> is just going through a phase ""... so did Jeffry Dahmer and Son of Sam.","Tell kids it's OK to respond to teachers who say ""I think they just like you,"" with ""I only like people who aren't jerks to me.""",
383,5175572,"With the launch key missing, everyone was being considered a suspect, no matter how loyal <<< he/she >>> appeared.","With the launch key missing, everyone was being considered a suspect, no matter how loyal they appeared.",
384,5099632,It is not always easy to distinguish the academic prostitute from one who genuinely believes in what <<< he/she >>> writes and unwittingly provides ammunition to powerful interests.,It is not always easy to distinguish the academic prostitute from one who genuinely believes in what they write and unwittingly provides ammunition to powerful interests.,
385,I08_3009,"This candidate list is displayed as a menu , where the user can select the word that <<< he/she >>> intended by using a mouse or up/down arrow keys ","This candidate list is displayed as a menu, where the user can select the word that they intended by using a mouse or up/down arrow keys.",
386,4009489," An individual 's motivation for visiting a museum significantly impacts how , what , and how much <<< he/she >>> learns at that museum."," An individual's motivation for visiting a museum significantly impacts how, what, and how much they learn at that museum.",
